Shape_Length,FromID,ToID,Length,TravelTime,From_X,From_Y,To_X,To_Y
1361.0601229566444,1,109,1361.369519222668,16.34,,,,
3233.3792664701095,1,110,3234.64723817305,38.82,,,,
2366.420406506165,1,111,2367.471587396062,28.41,,,,
1674.5321339960628,1,113,1675.6268295746715,20.11,,,,
1224.4377620063858,1,115,1225.0839730140442,14.7,,,,
1934.1446996879968,1,116,1934.9029669198771,23.22,,,,
2785.377896268953,1,117,2786.3793206716086,33.44,,,,
1383.0623869508113,1,118,1383.60449378251,16.6,,,,
1353.7996002703483,1,119,1354.3390077336715,16.25,,,,
1175.9191642571336,1,120,1176.608946413172,14.12,,,,
1375.2325295172154,1,121,1375.6012005869331,16.51,,,,
1681.3321932448207,1,122,1682.4340373054256,20.19,,,,
1035.5601732207813,1,123,1035.9407767532284,12.43,,,,
1356.5733082652634,1,124,1357.1034398600248,16.29,,,,
1191.3540015234912,1,125,1191.8302790193911,14.3,,,,
1128.489437211049,1,126,1128.4720319324135,13.54,,,,
1252.4415723010873,1,127,1252.9579295073052,15.04,,,,
1187.256397314488,1,128,1187.963195344495,14.26,,,,
2279.2675897657905,1,129,2280.209006717807,27.36,,,,
2313.7321086854345,1,130,2314.6375440397824,27.78,,,,
829.0079868748048,1,131,829.332554123275,9.95,,,,
2252.1405722895415,1,132,2253.017572124146,27.04,,,,
2331.5512142391767,1,134,2332.5048704641663,27.99,,,,
3079.271839058415,1,135,3080.4794180920835,36.97,,,,
3308.7820756019355,1,136,3310.0797170162014,39.72,,,,
880.1158739740692,1,137,880.4604356779261,10.57,,,,
1253.9564411144784,1,138,1254.3711328326228,15.05,,,,
1155.6953164363304,1,139,1156.0959436447536,13.87,,,,
1279.1828561129976,1,140,1279.693842005522,15.36,,,,
850.1142239037749,1,141,850.4473222430116,10.21,,,,
990.4773369391005,1,142,991.0103874881715,11.89,,,,
1001.732210951974,1,143,1001.9449210164044,12.02,,,,
1185.2041159396774,1,144,1185.3565583454842,14.22,,,,
2527.4606141958343,1,145,2528.4784269825363,30.34,,,,
1471.4549353745494,1,146,1472.039872521334,17.67,,,,
1192.5323934571363,1,147,1193.2399317985319,14.32,,,,
1438.1707330651225,1,148,1438.8161706948295,17.27,,,,
2331.634779060372,1,149,2332.5884524682756,27.99,,,,
3511.8998314913674,1,150,3513.3036835779308,42.16,,,,
1275.2059812286907,1,151,1275.3458716348991,15.3,,,,
3170.61607381484,1,152,3171.8595415432155,38.06,,,,
1378.2984287584156,1,153,1378.8494503758295,16.55,,,,
1592.7876633730064,1,154,1593.2018687539844,19.12,,,,
2414.027488360964,1,155,2415.018730671765,28.98,,,,
910.2884848313204,1,156,910.8468721662152,10.93,,,,
1545.3357373707324,1,157,1545.9371835920072,18.55,,,,
2365.839563968043,1,158,2366.5489842022694,28.4,,,,
2432.5279985157995,1,159,2433.7416707525394,29.21,,,,
2909.2459449678263,1,160,2910.4235472298883,34.93,,,,
3416.0200349503325,1,161,3417.3171128628564,41.01,,,,
1608.4293601267007,1,162,1609.272395734798,19.31,,,,
1177.1137698402767,1,164,1177.8073172784907,14.13,,,,
2527.374707038569,1,165,2528.3925294769006,30.34,,,,
3690.342879577312,1,166,3691.8023529086336,44.3,,,,
979.8828698952997,1,167,980.2049741910848,11.76,,,,
886.181094217779,1,168,886.5284066296663,10.64,,,,
1096.5568636697597,1,169,1096.9863976280749,13.16,,,,
2559.146402170767,1,170,2560.155622290647,30.72,,,,
1282.5564482990762,1,171,1283.059113394264,15.4,,,,
1209.542940278382,1,172,1210.0035693521709,14.52,,,,
1151.6987089372378,1,173,1152.0490049334846,13.83,,,,
3547.510244285879,1,174,3548.9015884385426,42.59,,,,
1196.7421037317442,1,175,1197.1155486496855,14.37,,,,
1104.9412845875895,1,176,1105.4133328688215,13.27,,,,
960.0926744265352,1,177,960.4630444611277,11.53,,,,
2352.195082743174,1,178,2353.1018982961727,28.24,,,,
2451.9410907654506,1,179,2452.9411811501755,29.44,,,,
1120.1872882054495,1,181,1120.5656909971508,13.45,,,,
919.5915002481792,1,183,920.1214697203811,11.04,,,,
1376.363385474058,1,184,1376.7332425477127,16.52,,,,
819.2206222572265,1,185,819.5412733502664,9.83,,,,
3824.522919485397,1,187,3826.019473036504,45.91,,,,
752.8639835520905,1,188,753.1589306845683,9.04,,,,
771.6495766728717,1,189,772.0242623968662,9.26,,,,
2497.083346108154,1,190,2498.076171062535,29.98,,,,
1545.5272596238278,1,191,1546.0272830648569,18.55,,,,
1246.1219127000354,1,192,1246.7150895457353,14.96,,,,
1071.258653776732,1,193,1071.3448971815271,12.86,,,,
2003.9415420733587,1,194,2004.7210093370377,24.06,,,,
2993.812013116859,1,196,2995.0043024970087,35.94,,,,
2617.105614486028,1,197,2618.144385766933,31.42,,,,
3349.4509623856,1,198,3350.805565395124,40.21,,,,
954.0723382120844,1,199,954.4846309221036,11.45,,,,
1303.4362642573378,1,200,1303.8347150477132,15.65,,,,
969.7225617425048,1,201,970.2095461559104,11.64,,,,
1682.4059763911212,1,202,1682.657592416091,20.19,,,,
2367.322606037653,1,203,2368.2338942453634,28.42,,,,
896.9212771049923,1,204,897.4870620613507,10.77,,,,
3266.486317544064,1,205,3267.7672074939924,39.21,,,,
1144.5578828565335,1,207,1145.006400929551,13.74,,,,
3295.034443386359,1,208,3296.3266604636497,39.56,,,,
1139.3374684830867,1,209,1139.7838989304823,13.68,,,,
1301.817233146367,1,210,1302.1954549715247,15.63,,,,
3313.215745104569,1,211,3314.515081032025,39.78,,,,
821.3293576117167,1,212,821.6509108903992,9.86,,,,
3365.5693177090448,1,213,3366.928875157747,40.4,,,,
2310.2077013068097,1,214,2311.111707093922,27.73,,,,
1023.1695762814963,1,215,1023.3432758914954,12.28,,,,
1536.854796487804,1,216,1537.4574416172927,18.45,,,,
371.10773744241055,1,217,371.2530333833643,4.46,,,,
2959.513385278413,1,218,2960.7072996329907,35.53,,,,
1300.7392845389238,1,219,1301.3325831788284,15.62,,,,
1185.9482597665667,1,220,1186.3512440416075,14.24,,,,
914.6927194638877,1,221,915.0506508865512,10.98,,,,
1001.1909209240948,1,222,1001.7478322901342,12.02,,,,
935.5567532984371,1,223,935.923048444748,11.23,,,,
2503.16789087426,1,224,2504.1413575193565,30.05,,,,
1122.898346102522,1,225,1122.8905785051031,13.48,,,,
1236.4029615026238,1,226,1236.750680226192,14.84,,,,
1429.5964185104015,1,227,1430.169692843641,17.16,,,,
1199.2996838988472,1,228,1200.001585145838,14.4,,,,
1232.4344945329603,1,229,1232.767055402358,14.79,,,,
1394.1832932294187,1,231,1394.7296343706435,16.74,,,,
1175.1984861501687,1,232,1175.6592341478172,14.11,,,,
879.2120676877684,1,233,879.5562398225603,10.56,,,,
3117.869334113748,1,234,3119.092051339567,37.43,,,,
2425.2581470756368,1,235,2426.1995717751806,29.12,,,,
1523.8750204905523,1,236,1524.4143680879451,18.29,,,,
2556.538089812303,1,237,2557.5627490340094,30.69,,,,
1213.0904530235375,1,239,1213.765327884192,14.57,,,,
1660.753724363872,1,240,1661.0445975678183,19.93,,,,
1343.6238621892724,1,241,1344.150452495324,16.13,,,,
2387.795321203574,1,242,2388.7804072336844,28.67,,,,
2490.346224090541,1,243,2491.313658939465,29.9,,,,
2976.4601397264537,1,244,2977.6343421761603,35.73,,,,
2831.9282317768675,1,245,2833.033971807141,34.0,,,,
3362.862861162031,1,246,3364.221527475122,40.37,,,,
1642.6770436221218,1,247,1643.3204661705522,19.72,,,,
1228.4209050966788,1,248,1228.9019959807151,14.75,,,,
991.0750260741902,1,249,991.4631061887897,11.9,,,,
2895.6900551434355,1,250,2896.826038690898,34.76,,,,
1665.3371137814067,1,251,1665.9892205788426,19.99,,,,
1397.0100776702584,1,252,1397.5582911677404,16.77,,,,
1261.9919201960868,1,253,1262.4861098171775,15.15,,,,
2379.622316851077,1,254,2380.2994119682226,28.56,,,,
2947.1496899579365,1,255,2948.3053953211083,35.38,,,,
1034.108811636503,1,256,1034.2626322258,12.41,,,,
1495.536611312726,1,257,1496.1542639351746,17.95,,,,
1676.232108877088,1,258,1677.3309797978507,20.13,,,,
3270.4019992331546,1,259,3271.684493216389,39.26,,,,
1300.8217757452933,1,260,1301.3319499119475,15.62,,,,
1163.7690810216902,1,261,1163.8398830156805,13.97,,,,
922.392075009381,1,262,922.9124035584751,11.08,,,,
2851.25705872412,1,263,2852.37318948553,34.23,,,,
1556.2479483482284,1,264,1556.7285218002814,18.68,,,,
1399.0445453018697,1,265,1399.6037623213626,16.8,,,,
886.0972067912213,1,266,886.6423147037124,10.64,,,,
1239.8435398931144,1,267,1240.329492473112,14.88,,,,
2109.077848517883,1,268,2109.904080266512,25.32,,,,
3318.21971885058,1,269,3319.5095944711165,39.84,,,,
2036.5210515565573,1,270,2037.3191517773305,24.45,,,,
942.0819287363763,1,271,942.5350489435741,11.31,,,,
2170.2708251919607,1,272,2171.10761944832,26.05,,,,
2964.0055452517054,1,273,2965.1668894811787,35.58,,,,
2374.2236791872488,1,274,2375.187434842893,28.5,,,,
1323.524621099688,1,275,1323.8462648042282,15.89,,,,
2915.826571817607,1,276,2916.968053405272,35.01,,,,
1002.0701951306456,1,277,1002.3188552178478,12.03,,,,
884.4450842317939,1,278,884.7913549493662,10.62,,,,
1005.0908797309672,1,279,1005.4389876502538,12.07,,,,
3575.120968763291,1,280,3576.5557340502446,42.92,,,,
1496.1936775578856,1,281,1496.7795013836967,17.96,,,,
1407.1469986016473,1,282,1407.698249288785,16.89,,,,
1313.4933356127308,1,283,1313.9216440584723,15.77,,,,
841.9675535963556,1,284,842.4154066877438,10.11,,,,
1582.01139333966,1,285,1582.4451728459044,18.99,,,,
2332.0222698627927,1,286,2332.923029006413,28.0,,,,
4378.225308699993,1,287,4380.168388422819,52.56,,,,
3332.3692326750006,1,288,3333.7185230054165,40.01,,,,
1517.9940468962532,1,289,1518.5887442173,18.22,,,,
1320.5444474849414,1,290,1321.267189952811,15.86,,,,
2436.690199752736,1,291,2437.668735730665,29.25,,,,
1621.4147366650811,1,292,1622.049854046476,19.47,,,,
1091.284132468916,1,293,1091.711783426144,13.1,,,,
1394.98252422746,1,295,1395.5273049331504,16.75,,,,
2868.190293363508,1,296,2869.322779045932,34.43,,,,
1393.8381604107915,1,298,1394.3844058993443,16.73,,,,
693.962928472321,1,299,694.2347685668038,8.33,,,,
1252.0074366119663,1,300,1252.4977405826862,15.03,,,,
1076.4293732173091,1,301,1076.8511423958919,12.92,,,,
1699.0066802529789,1,302,1699.6719142882027,20.4,,,,
3291.786851796417,1,303,3293.077781899112,39.52,,,,
3232.00126798595,1,304,3233.272182653716,38.8,,,,
2503.372639774577,1,305,2503.7592123943978,30.05,,,,
2461.0207673284567,1,306,2461.5067366547546,29.54,,,,
1059.8783617052368,1,307,1059.9852751559947,12.72,,,,
1289.0432804653688,1,308,1289.54806463123,15.48,,,,
3363.6456253381084,1,309,3364.9388552612086,40.38,,,,
1220.6456660246183,1,310,1221.1238966793198,14.65,,,,
1387.7842861116876,1,311,1388.3232409246025,16.66,,,,
2146.0550746682165,1,312,2146.896666655615,25.76,,,,
2955.4683573821408,1,313,2956.60550102615,35.48,,,,
1338.6885111953611,1,314,1339.4550888773883,16.07,,,,
1420.6807380291416,1,315,1421.3580159861851,17.06,,,,
2320.508747919289,1,316,2321.4168307678638,27.86,,,,
978.4679952843139,1,317,978.7889340563472,11.75,,,,
1219.7776199743937,1,318,1220.0619597540372,14.64,,,,
3808.0913119087104,1,320,3809.586965213311,45.72,,,,
1486.1062982689891,1,321,1486.7959395595967,17.84,,,,
2408.348963979932,1,322,2408.9586012303807,28.91,,,,
2877.349110836989,1,323,2878.47643376535,34.54,,,,
12.335230005185991,1,324,12.340051565971992,0.15,,,,
2424.6203699430484,1,325,2425.571134008,29.11,,,,
2425.0985180452017,1,326,2426.0494110942604,29.11,,,,
2783.42668960167,1,327,2784.518234303212,33.42,,,,
3500.120381021906,1,328,3501.486426683304,42.02,,,,
2854.3246631505635,1,329,2855.4480509096206,34.27,,,,
2522.5727798259577,1,330,2523.561335382989,30.28,,,,
918.8267716666733,1,331,919.1867859904708,11.03,,,,
2345.504484384074,1,332,2346.4241936960857,28.16,,,,
1752.8050543257011,1,333,1753.491706539957,21.04,,,,
1732.1261422163975,1,334,1732.8045466432939,20.79,,,,
1775.6036945402675,1,335,1776.2995396400947,21.32,,,,
1775.6036945402675,1,336,1776.2995396400947,21.32,,,,
2251.968794865181,1,337,2252.851446548946,27.04,,,,
4066.284403721717,1,338,4067.5847168601367,48.81,,,,
2713.076951291405,1,339,2714.134428486361,32.57,,,,
2468.9965832119865,1,340,2469.9991086200907,29.64,,,,
2888.353166472844,1,341,2889.486243059476,34.68,,,,
2866.1318439680017,1,342,2867.2563370822168,34.41,,,,
2822.891896799499,1,343,2823.9989642567753,33.89,,,,
2844.6910668984337,1,344,2845.8068314145244,34.15,,,,
2906.794625660943,1,345,2907.9347971403345,34.9,,,,
2889.8951865498047,1,346,2891.028796587265,34.69,,,,
2872.9953415314426,1,347,2874.1225174275705,34.49,,,,
2620.201634813988,1,348,2621.1929314296926,31.46,,,,
2502.036924225298,1,349,2503.135864120265,30.04,,,,
3514.541811882401,1,350,3515.9110858180434,42.19,,,,
3086.899559352149,1,351,3088.110090556697,37.06,,,,
1828.8408791985,1,352,1829.5594856430355,21.96,,,,
2521.817252731829,1,354,2522.805512694841,30.27,,,,
2772.887626462669,1,355,2773.971525857755,33.29,,,,
3776.9131569779584,1,356,3778.3852906889056,45.34,,,,
3890.6578261669097,1,357,3892.2135102583384,46.71,,,,
2547.8368638082984,1,359,2548.8238977613946,30.59,,,,
2527.095566105165,1,360,2528.0790321793456,30.34,,,,
2695.6612965585546,1,361,2696.7151120075155,32.36,,,,
1940.4550996878388,1,362,1941.2158414198352,23.3,,,,
3553.9305042128126,1,363,3555.3242464125788,42.67,,,,
2225.1163001697028,1,364,2225.9886331991256,26.71,,,,
1157.4466536777309,1,516,1157.493383451214,13.89,,,,
1598.137210091692,1,610,1598.5417292423151,19.18,,,,
1662.1099363844387,1,612,1662.3983751850087,19.95,,,,
1656.8610948348312,1,613,1657.8893311812872,19.9,,,,
1444.8190241866055,1,634,1445.3937642276117,17.35,,,,
1428.6993931918328,2,1,1429.258870844085,17.15,,,,
1907.4922452056371,2,4,1908.2258151968608,22.9,,,,
656.1492794848457,2,5,656.329182227404,7.88,,,,
3590.9808459590704,2,7,3592.3545929035786,43.11,,,,
454.32740340457406,2,8,454.56893965665586,5.46,,,,
3476.0434196610668,2,9,3477.4063987461595,41.73,,,,
3632.0957028279454,2,10,3633.52014943169,43.6,,,,
4402.389650547393,2,11,4404.109703375988,52.85,,,,
4054.5293276061,2,12,4055.996778166619,48.67,,,,
1616.3619584146072,2,13,1616.994906541206,19.4,,,,
2254.952172564836,2,14,2255.754995992066,27.07,,,,
4117.044081536038,2,16,4118.665305190917,49.43,,,,
1805.7682274892688,2,17,1806.475723741688,21.68,,,,
3445.225520260119,2,18,3446.5763415610695,41.36,,,,
3743.542609899309,2,19,3745.010601518511,44.94,,,,
1705.5813236721615,2,20,1706.253427129485,20.48,,,,
3119.7114416376817,2,21,3120.9179279983737,37.45,,,,
703.854693216372,2,22,703.9477334171422,8.45,,,,
774.6185640832966,2,23,774.7643086081162,9.3,,,,
1004.7817611768984,2,24,1005.5541678791748,12.07,,,,
445.70914879112007,2,25,445.9439971225787,5.35,,,,
408.9809256169671,2,26,408.7103177517427,4.9,,,,
353.21303262390813,2,28,353.3783928252221,4.24,,,,
3755.8448742247074,2,29,3757.307036895615,45.09,,,,
3533.9390808235594,2,30,3535.324614221256,42.43,,,,
32.863418048149484,2,31,32.87627930805401,0.39,,,,
1386.2725429188447,2,32,1386.815284830315,16.64,,,,
1566.2025648725019,2,33,1566.8270749004803,18.8,,,,
1791.879979669648,2,34,1792.5819469788632,21.51,,,,
1032.5114930593693,2,35,1032.91578261657,12.4,,,,
2355.8191619462045,2,36,2356.747069908684,28.28,,,,
3398.1411440493257,2,38,3399.485964333546,40.8,,,,
1803.7052743906963,2,39,1804.4118792277495,21.65,,,,
467.83204928426846,2,40,467.731372948118,5.61,,,,
3198.102913165475,2,41,3199.4008332278822,38.39,,,,
2639.7202418213174,2,42,2640.761597290263,31.69,,,,
3165.176016487408,2,43,3166.415974419823,38.0,,,,
1889.605688095848,2,44,1890.3459463487447,22.69,,,,
962.7122449090984,2,45,963.5540727407976,11.56,,,,
395.70371510442646,2,46,395.91518954162,4.75,,,,
2954.881953204027,2,47,2956.0478793120383,35.47,,,,
1984.9392586490287,2,48,1985.7296860067477,23.83,,,,
3077.5816297547995,2,49,3078.792111913837,36.95,,,,
702.4433437372523,2,50,702.7721524754826,8.43,,,,
996.5848400277201,2,51,996.8985924012976,11.96,,,,
776.5040136854091,2,52,776.5949294441338,9.32,,,,
388.25092564228544,2,54,388.4246578730423,4.66,,,,
1396.4040028967368,2,55,1396.903196137932,16.76,,,,
1356.5576183762753,2,56,1357.0894358478968,16.29,,,,
531.6103095873615,2,57,531.7537956951069,6.38,,,,
3362.2826487591,2,58,3363.6057787255754,40.36,,,,
1133.933154072754,2,59,1134.3772598175583,13.61,,,,
2678.7348993135406,2,60,2679.783984121922,32.16,,,,
1992.7740098615552,2,61,1993.5485824592688,23.92,,,,
2882.9315369243623,2,62,2884.0616397800595,34.61,,,,
1225.4891708165069,2,63,1225.9684571503024,14.71,,,,
1881.4258155263376,2,64,1882.3370560719468,22.59,,,,
737.8390370598246,2,65,738.2829327237158,8.86,,,,
77.11402449092098,2,67,77.1419637739433,0.93,,,,
3165.176016487408,2,68,3166.415974419823,38.0,,,,
3726.983371131944,2,70,3728.4753025082546,44.74,,,,
330.21872379639035,2,71,330.09103254280654,3.96,,,,
1298.544014811433,2,72,1299.052866202994,15.59,,,,
3495.763455018114,2,73,3497.1340815602234,41.97,,,,
1462.778602302598,2,74,1463.35165458619,17.56,,,,
321.0125070378524,2,75,321.2566859789311,3.86,,,,
2522.7918394974886,2,77,2523.77826213486,30.29,,,,
389.27296116391767,2,78,389.35011514775954,4.67,,,,
1135.7908555881784,2,79,1136.2351525301272,13.64,,,,
993.6796307510918,2,80,994.4723121423768,11.93,,,,
1873.1491120383987,2,81,1873.8829156283127,22.49,,,,
364.25016337593667,2,82,364.3884859656036,4.37,,,,
11.265388467885256,2,83,11.26982589160675,0.14,,,,
1513.7280645599883,2,84,1514.326296451758,18.17,,,,
3807.8478853055326,2,85,3809.341027947712,45.71,,,,
1894.0718040375968,2,86,1894.8139035404004,22.74,,,,
3188.5623235758944,2,87,3189.839866363636,38.28,,,,
900.4914262034872,2,88,901.1175743878025,10.81,,,,
2978.4134407302995,2,89,2979.5835640000087,35.76,,,,
3314.099075975949,2,90,3315.3984519157516,39.79,,,,
2346.240367244364,2,91,2347.1593364685336,28.17,,,,
764.426927505031,2,92,764.7228301384938,9.18,,,,
3196.1224157402366,2,93,3197.4239870407832,38.37,,,,
1852.39937526904,2,94,1853.125028366347,22.24,,,,
1498.7906409921,2,95,1499.3806874362708,17.99,,,,
1397.1586730703484,2,97,1397.2311475044346,16.77,,,,
284.3174269013985,2,98,284.65138181072666,3.42,,,,
1513.4981272460536,2,99,1514.090672536112,18.17,,,,
1296.9602154470429,2,100,1297.468207816736,15.57,,,,
1312.139262088716,2,101,1312.80611154912,15.75,,,,
295.37495061414165,2,102,295.681833559398,3.55,,,,
3550.7166822487925,2,103,3552.1088346062656,42.63,,,,
2416.84706844134,2,104,2417.8750770757874,29.02,,,,
1198.4693950977876,2,105,1198.9389467888843,14.39,,,,
4324.540665332152,2,106,4325.9414812658115,51.91,,,,
188.47616045309107,2,107,188.5499862948324,2.26,,,,
3337.5925975689247,2,108,3338.923109713945,40.07,,,,
1548.9642590707308,2,109,1549.3471437473183,18.59,,,,
3491.8331066674505,2,110,3493.2021807204214,41.92,,,,
3147.396758944483,2,111,3148.753842657032,37.79,,,,
422.26073664305727,2,113,421.98693378128337,5.06,,,,
421.5153333295282,2,115,421.513549559383,5.06,,,,
2715.121052126314,2,116,2716.1852221808463,32.6,,,,
2986.548367504656,2,117,2987.628405610253,35.85,,,,
1802.375041114425,2,118,1803.0812058748277,21.64,,,,
1541.7037363844345,2,119,1542.316632258322,18.51,,,,
459.4044506790608,2,120,459.8135527896228,5.52,,,,
2148.843250989526,2,121,2149.8556279140216,25.8,,,,
415.4606773942992,2,122,415.17972605052944,4.98,,,,
393.1392199710559,2,123,393.31809409085673,4.72,,,,
1615.0271484626037,2,124,1615.6583824073966,19.39,,,,
1972.3303539618091,2,125,1973.11253428036,23.68,,,,
968.303433428072,2,126,969.1417314235412,11.63,,,,
2017.1042410442735,2,127,2017.8689424802424,24.22,,,,
458.6966980216072,2,128,458.63432722893214,5.5,,,,
3060.2439422041093,2,129,3061.491261978776,36.74,,,,
1250.9862419392612,2,130,1251.4755189281254,15.02,,,,
1087.4618270721446,2,131,1087.887496670647,13.06,,,,
2440.0447084036286,2,132,2440.995196648797,29.29,,,,
3112.5275666774955,2,134,3113.7871257251354,37.37,,,,
3337.7256792557555,2,135,3339.034360639456,40.07,,,,
3567.235915799276,2,136,3568.6346595635728,42.83,,,,
921.5523409592483,2,137,921.9131121057064,11.06,,,,
842.8364295246469,2,138,843.2426305233323,10.12,,,,
439.1806028582574,2,139,439.30055002120463,5.27,,,,
817.6100145262094,2,140,817.9199213504332,9.82,,,,
1108.5680641011147,2,141,1109.0022647903838,13.31,,,,
596.8669871893356,2,142,597.2457313039386,7.17,,,,
1043.168677937153,2,143,1043.3975974441848,12.52,,,,
911.5887546995613,2,144,912.2572050104707,10.95,,,,
3308.4369666341527,2,145,3309.760682243505,39.72,,,,
625.3379352648908,2,146,625.5738908346208,7.51,,,,
453.4207018786863,2,147,453.35759077489536,5.44,,,,
658.6221375746243,2,148,658.7975926611255,7.91,,,,
3112.611131498691,2,149,3113.8707077292447,37.37,,,,
3770.353671688708,2,150,3771.858626125303,45.26,,,,
