DATASOURCE,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,BUILDINGID,BUILDINGNO,COMPOUNDNA,ARABICNAME,ENGLISHNAM,NOOFFLOOR,HEIGHT,CONSTRUCTI,DESCRIPTIO,DRAWINGNO,BRANCHES,BuildingAr,ORIG_FID
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,362,X9,غير معروف,غير معروف,Unknown,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,1166,644
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,180,70,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,377,646
ملفات اوتوكاد - مسح ميداني,OCC Weavers Ltd.,15-005-14 0:00:00,15-005-14 0:00:00,MOHAMMAD ANABTAWI,0,560,معهد اللغة العربية لغير الناطقين بها,معهد اللغة العربية لغير الناطقين بها,Institute of Arabic to non-native speakers,2,0.000000000000000,,شطر الطلاب, ,السليمانية,960,648
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,47,48_GE,كلية علوم البحار - قسم الدراسات البحرية,كلية علوم البحار - قسم الدراسات البحرية,Environmental Sciences College,3,0.000000000000000,,شطر الطلاب,EnvironmentalCollege48.dwg,السليمانية,1381,655
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,236,98,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,282,658
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,332,29,فصول دراسية,فصول دراسية,Class rooms,-1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,4875,662
ملفات اوتوكاد - منفذة,FAL,17-006-15 0:00:00,17-006-15 0:00:00, ,0, ,CENTRAL UTILITY PLANT 2, ,CENTRAL UTILITY PLANT 2,0,0.000000000000000,, ,E0-00-PL03-AB,السليمانية,602,667
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,208,39F,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,307,669
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,23,8MMC,المركز الطبي,علوم الصحة الاساسية رقم 2,Essential health sciences number 2,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,1939,670
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,164,G1,بوابة رقم 1,بوابة رقم 1,Gate number 1,1,0.000000000000000,,شطر الطلاب,SecurityGates.dwg,السليمانية,30,671
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,165,G2,بوابة الملك فهد,بوابة الملك فهد,King Fahd gate,1,0.000000000000000,, ,SecurityGates.dwg,السليمانية,24,674
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,1,4M,معهد السياحة,معهد السياحة,Tourism institute,4,0.000000000000000,,شطر الطلاب,TourismInstitueGroundFloor.dwg,السليمانية,4850,675
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,25,122,كلية الاقتصاد والادارة,كلية الاقتصاد والادارة - مركز تطوير الاعم,Economice and administration college,4,0.000000000000000,,شطر الطلاب,EconomicAdministrationCollege122.dwg,السليمانية,2162,676
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,169,G7,بوابة رقم 7,بوابة رقم 7,Gate number 7,1,0.000000000000000,, ,SecurityGates.dwg,السليمانية,27,681
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,343,8,نادى منسوبي الجامعة,نادى منسوبي الجامعة,University members club,-1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,3706,682
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,78,3M,كلية العلوم الطبية التطبيقية,كلية العلوم الطبية التطبيقية,College of Applied Medical Sciences,4,0.000000000000000,,شطر الطلاب,MedicalScienceCollegeGroundFloor.dwg,السليمانية,4575,683
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,146,42B,كلية الهندسة - قسم الكهرباء و الميكانيك,كلية الهندسة - قسم الكهرباء و الميكانيك,Mechanical and electrical section - Engineering college,4,0.000000000000000,, ,EngineeringCollege42A.dwg,السليمانية,2817,684
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,167,G3,بوابة رقم 3,بوابة رقم 3,Gate number 3,1,0.000000000000000,,شطر الطلاب,SecurityGates.dwg,السليمانية,36,685
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,334,X2,UNI 2,محطة كهرباء رئيسية,MAIN ELECTRICAL SUBSTATION,-1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,646,686
 , ,,, ,0,12A,المربع الاكاديمي,فصول دراسية,Class Rooms,0,0.000000000000000,, , ,السليمانية,1175,687
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,97,31_GIT,كلية الحاسبات وتقنية المعلومات,كلية الحاسبات وتقنية المعلومات,Computer and IT college,3,0.000000000000000,,شطر الطلاب,ScienceCollege31.dwg,السليمانية,2995,689
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,14,4MMC,المركز الطبي,مبنى الادارة طالبات,Administration Female,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,1258,690
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,234,96,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,378,691
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,233,95,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,279,692
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,195,22,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,286,693
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,207,38,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,286,694
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,225,81,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,381,695
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,461,461,نادى الفروسية,اسطبل خيول,Horse Stable,1,0.000000000000000,, ,MasterPlanUpdated.dwg,السليمانية,442,699
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,211,59,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,286,700
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,335,X3E,مستشفى مولد بناء,مستشفى مولد بناء,Hospital Generator Building,1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,944,701
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,287,210,خزان مياه,خزان مياه,Water reservoir,1,0.000000000000000,, ,WaterSystemSurveyour.dwg,السليمانية,769,702
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,181,68,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,365,703
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,363,X10,غير معروف,غير معروف,Unknown,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,1167,704
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,461,461,نادى الفروسية,اسطبل خيول,Horse Stable,1,0.000000000000000,, ,MasterPlanUpdated.dwg,السليمانية,287,706
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,85,103_G,عمادة التعليم عن بعد,عمادة التعليم عن بعد,Remote Learning Building,4,0.000000000000000,,شطر الطلاب,DistanceLearning103.dwg,السليمانية,971,707
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,239,4,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,271,708
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,171,G5,بوابة رقم 5,بوابة رقم 5,Gate number 5,1,0.000000000000000,,شطر الطلاب,SecurityGates.dwg,السليمانية,32,709
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,459,F3,نادي الفروسية,نادي الفروسية,Horse Club,1,0.000000000000000,, ,HorseClub.dwg,السليمانية,23,711
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,49,X1,المركز الطبي,المستشفى الجامعي,Hospital of University,8,0.000000000000000,,شطر الطلاب,HospitalFloors.dwg,السليمانية,35499,712
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,315,204,محطة معالجة مياه الصرف الصحي,محطة معالجة مياه الصرف الصحي,Sewer treatment,1,0.000000000000000,, ,WasteWaterSystemSurveyour.dwg,السليمانية,1250,716
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,145,42A,كلية الهندسة - قسم الكهرباء,كلية الهندسة - قسم الكهرباء,Electricity section - Engineering college,4,0.000000000000000,, ,EngineeringCollege42A.dwg,السليمانية,4000,717
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,191,102,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,278,718
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,306,205,محطة معالجة مياه الصرف الصحي,محطة معالجة مياه الصرف الصحي,Sewer treatment,1,0.000000000000000,, ,WasteWaterSystemSurveyour.dwg,السليمانية,592,719
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,324,211,محطة كهرباء رئيسية,محطة كهرباء رئيسية,Main electriciy station,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,228,724
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,86,6A,عمادة القبول والتسجيل والمركزالشامل لخدمات الطلاب,عمادة القبول والتسجيل والمركزالشامل لخد,Student registration and affairs building,2,0.000000000000000,,شطر الطلاب,AdmissionRegistrationBuidling6.dwg,السليمانية,2344,725
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,93,104_GCL,المكتبة المركزية,المكتبة المركزية,Central Library Building,4,0.000000000000000,,شطر الطلاب,CenteralLibrary104.dwg,السليمانية,6413,726
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,253,26,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,355,729
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,261,51,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,381,730
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,172,G4,بوابة رقم 4,بوابة رقم 4,Gate number 4,1,0.000000000000000,,شطر الطلاب,SecurityGates.dwg,السليمانية,15,731
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,87,39,وحدة ابحاث اعادة اعمار عين زبيدة والمياة الجوفية,وحدة ابحاث اعادة اعمار عين زبيدة والمياة,Ain Zobaida and groundwater unit for reconstructing,2,0.000000000000000,,شطر الطلاب,AinZobaidaConstructionResearchCenter39GroundFloor.dwg,السليمانية,485,734
ملفات اوتوكاد - منفذة,ZFP,23-006-15 0:00:00,23-006-15 0:00:00,HBM,0, , , ,ELECTRICAL UTILITY BUILDING,0,0.000000000000000,, , ,السليمانية,216,737
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,275,28,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV2Type1.dwg,السليمانية,250,740
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,269,1,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV2Type1.dwg,السليمانية,250,742
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,273,15,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV2Type1.dwg,السليمانية,250,744
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,461,461,نادى الفروسية,اسطبل حشب,Wood Stable,1,0.000000000000000,, ,MasterPlanUpdated.dwg,السليمانية,647,745
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,258,48,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,381,748
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,284,116,خزان مياه,خزان مياه,Water reservoir,1,0.000000000000000,, ,WaterSystemAsBuilt.dwg,السليمانية,464,749
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,99,55_F,كلية علوم الارض,كلية علوم الارض,Geologia college,2,0.000000000000000,,شطر الطلاب,FacultyOfEarthScience55GroundFloor.dwg,السليمانية,5656,750
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,242,105,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,274,753
ملفات اوتوكاد - منفذة,ZFP,25-006-15 0:00:00,25-006-15 0:00:00,HBM,0, , , ,UTILITY BUILDING 3,0,0.000000000000000,, , ,السليمانية,189,754
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,176,53_T,مكتبة تهامة,مكتبة تهامة,Tehama library,1,0.000000000000000,,شطر الطلاب,TehamaLibraryAndJilnarCafeteria53.dwg,السليمانية,244,756
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,123,201A,مرصد الزلازل,مرصد الزلازل,Earthquake observatory,3,0.000000000000000,,شطر الطلاب,EarthequakeObservatoryBuilding201.dwg,السليمانية,389,759
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,-1,-1,غرفة كهرباء,غرفة كهرباء,Electricity room,1,0.000000000000000,,شطر الطلاب,MasterPlanUpdated.dwg,السليمانية,194,760
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,-1,-1,غرفة كهرباء,غرفة كهرباء,Electricity room,1,0.000000000000000,,شطر الطلاب,MasterPlanUpdated.dwg,السليمانية,98,761
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,366,208D,المستودعات المركزية,المستودعات المركزية,Central stores,-1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,1208,762
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,92,102_G,جراج سيارات.,جراج سيارات,Car Parking Building,5,0.000000000000000,,شطر الطلاب,Parking102.dwg,السليمانية,2011,763
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,217,12,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,376,764
ملفات اوتوكاد - مسح ميداني,OCC Weavers Ltd.,15-005-14 0:00:00,15-005-14 0:00:00,MOHAMMAD ANABTAWI,0,1,شركة وادي جدة,شركة وادي جدة,Wadi Jeddah Company,2,6.000000000000000,,Need Asbuilt, ,السليمانية,871,768
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,224,66,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,278,770
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,156,6,عمادة تقنية المعلومات,عمادة تقنية المعلومات,Deanship Of Information Technology,3,0.000000000000000,,شطر الطلاب,InformationTechnologyBuilding6.dwg,السليمانية,1809,771
ملفات اوتوكاد - منفذة,FAL,17-006-15 0:00:00,17-006-15 0:00:00, ,0, ,CENTRAL UTILITY PLANT 2, ,ELECTRICAL ROOM 4 COOLERS & STANDBY GEN.,0,0.000000000000000,, , ,السليمانية,238,772
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,149,126,وكالة الجامعة للمشاريع,وكالة الجامعة للمشاريع,Projects authority,2,0.000000000000000,,شطر الطلاب,ProjectsManagmentBuilding126.dwg,السليمانية,3223,773
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,187,78,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,361,774
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,286,116,خزان مياه,خزان مياه,Water reservoir,1,0.000000000000000,, ,WaterSystemAsBuilt.dwg,السليمانية,418,776
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,288,210,خزان مياه,خزان مياه,Water reservoir,1,0.000000000000000,, ,WaterSystemSurveyour.dwg,السليمانية,764,778
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,126,31,شركة سي بي ام سي,شركة سي بي ام سي,CPMC company,1,0.000000000000000,, ,CPMCCompany31.dwg,السليمانية,31,779
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,209,61,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,384,780
ملفات اوتوكاد - منفذة,ZFP,25-006-15 0:00:00,25-006-15 0:00:00,HBM,0, , , ,UTILITY BUILDING,0,0.000000000000000,, ,EX-MV-TP-0001,السليمانية,168,782
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,322,211,محطة كهرباء رئيسية,محطة كهرباء رئيسية,Main electriciy station,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,719,783
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,267,57,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,377,785
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,136,208A,النشر العلمي و المستودع العام,النشر العلمي و المستودع العام,Educational and general store,2,0.000000000000000,,شطر الطلاب,Warehouse208A.dwg,السليمانية,10855,788
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,194,23,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,388,790
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,88,43_GA,قسم هندسة الطيران - كلية الهندسة,قسم هندسة الطيران - كلية الهندسة,Airplane engineering section 43,1,0.000000000000000,, ,AirplaneEngineerBuilding43BesideBuidling106.dwg,السليمانية,1634,792
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,210,58,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,388,793
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,179,69,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,278,796
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,461,461,نادى الفروسية,مظلة,Umbrella,1,0.000000000000000,, ,MasterPlanUpdated.dwg,السليمانية,74,800
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,116,209,مستودعات,مستودعات,Store,2,0.000000000000000,,شطر الطلاب,Warehouse209.dwg,السليمانية,2333,801
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,401,-1,ورش خارجية,ورش خارجية,Outer Workshop,1,0.000000000000000,,شطر الطلاب,ExternalWorkshops.dwg,السليمانية,423,802
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,301,204,محطة معالجة مياه الصرف الصحي,محطة معالجة مياه الصرف الصحي,Sewer treatment,1,0.000000000000000,, ,WasteWaterSystemSurveyour.dwg,السليمانية,704,803
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,228,90,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,378,807
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,393,-1,الجوالة 4,الجوالة 4,Inspection 4,1,0.000000000000000,, ,AlKashafaBuilding.dwg,السليمانية,47,808
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,20,11MMC,المركز الطبي,مستشفى الاسنان الجامعي,dental university hospital,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,3607,809
ملفات اوتوكاد - مسح ميداني,شركة سعد,04-003-14 0:00:00,, ,0,CN2640, بالمربع الاكاديمي,مبنى الغاز بالمربع الاكاديمي,LPG PLANT IN ACADEMIC SQUARE,1,0.000000000000000,,شطر الطلاب, ,السليمانية,2036,810
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,219,10,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,280,812
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,13,1MMC,المركز الطبي, ادارة كلية الطب طلاب,Medicine college mangement,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,1637,813
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,108,79_GC,فصول دراسية,فصول دراسية,Classroom_79,3,0.000000000000000,,شطر الطلاب,Classroom79.dwg,السليمانية,967,814
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,-1,-1,نادى الفروسية,نادى الفروسية,Horse Club,1,0.000000000000000,, ,KAAU_Updates.dwg,السليمانية,30,818
ملفات اوتوكاد - منفذة,FAL,17-006-15 0:00:00,17-006-15 0:00:00,HBM,331,4,غير معروف, ,UNDERGROUNS WATER TANK,0,0.000000000000000,, ,E-0-00-PL03,السليمانية,8915,819
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,110,207B,ورش التكيف,ورش التكيف,AC workshop,2,0.000000000000000,,شطر الطلاب,Workshop207B.dwg,السليمانية,884,821
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,17,2MMC,المركز الطبي,مركز المحاضرات رقم 1,Lectures center number 1,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,1287,822
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,221,63,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,274,823
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,372,68F,كلية الحاسب الالي,كلية الحاسب الالي,Computer college,-1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,3558,825
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,139,113,السنترال,السنترال,Central,1,0.000000000000000,,شطر الطلاب,CommunicationBuilding113.dwg,السليمانية,360,827
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,77,75_C,فصول دراسية,فصول دراسية,Classroom_75,4,0.000000000000000,,شطر الطلاب,ClassroomBuildingNumber75GroundFloor.dwg,السليمانية,2093,828
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,222,62,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,372,829
ملفات اوتوكاد - مسح ميداني,ادارة نظم المعلومات الجغرا,24-004-14 0:00:00,24-004-14 0:00:00,MOHAMMAD ANABTBAWI,0,X2M,مسجد المستشفى,مسجد المستشفى,HOSPITAL MASJID,1,6.000000000000000,,شطر الطلاب, ,السليمانية,580,831
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,24,9MMC,المبنى الأكاديمي للطلاب,علوم الصحة الاساسية رقم 3,Essential health sciences number 3,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,2015,833
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,153,2_F,مركز الملك فيصل للمؤتمرات,مركز الملك فيصل للمؤتمرات,King Faisal center for conferences,6,0.000000000000000,,شطر الطلاب,KingFahdConferencesCenterGroundFloor.dwg,السليمانية,10111,835
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,384,-1,المسجد,المسجد,Mosque,1,0.000000000000000,,شطر الطلاب,MosqueBesideBuildingNo30.dwg,السليمانية,125,839
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,76,2M,مركز الملك فهد للبحوث,مركز الملك فهد للبحوث,King Fahd center for researches,4,0.000000000000000,,شطر الطلاب,KingFahdResearchCenterGroundFloor.dwg,السليمانية,7906,841
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,279,72,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV2Type1.dwg,السليمانية,240,842
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,313,204,محطة معالجة مياه الصرف الصحي,محطة معالجة مياه الصرف الصحي,Sewer treatment,1,0.000000000000000,, ,WasteWaterSystemSurveyour.dwg,السليمانية,313,844
 , ,,, ,0,25,المربع الاكاديمي,عمادة شؤون الطلاب,Deanship of Students Affairs,0,0.000000000000000,, , ,السليمانية,1290,846
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,461,461,نادى الفروسية,منطقة رملية تسخين للبطولات,Sandy area for tournaments,1,0.000000000000000,, ,MasterPlanUpdated.dwg,السليمانية,2125,847
