DATASOURCE,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,BUILDINGID,BUILDINGNO,COMPOUNDNA,ARABICNAME,ENGLISHNAM,NOOFFLOOR,HEIGHT,CONSTRUCTI,DESCRIPTIO,DRAWINGNO,BRANCHES,BuildingAr,ORIG_FID,Shape_X,Shape_Y
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,362,X9,غير معروف,غير معروف,Unknown,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,1166,644,39.255211808375854,21.487492768882010
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,180,70,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,377,646,39.260227585632052,21.489551293913554
ملفات اوتوكاد - مسح ميداني,OCC Weavers Ltd.,15-005-14 0:00:00,15-005-14 0:00:00,MOHAMMAD ANABTAWI,0,560,معهد اللغة العربية لغير الناطقين بها,معهد اللغة العربية لغير الناطقين بها,Institute of Arabic to non-native speakers,2,0.000000000000000,,شطر الطلاب, ,السليمانية,960,648,39.240009176266724,21.495934951382548
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,47,48_GE,كلية علوم البحار - قسم الدراسات البحرية,كلية علوم البحار - قسم الدراسات البحرية,Environmental Sciences College,3,0.000000000000000,,شطر الطلاب,EnvironmentalCollege48.dwg,السليمانية,1381,655,39.245268050693966,21.485665212560008
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,236,98,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,282,658,39.257050722296171,21.491924223088073
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,332,29,فصول دراسية,فصول دراسية,Class rooms,-1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,4875,662,39.241881004766519,21.498853419501362
ملفات اوتوكاد - منفذة,FAL,17-006-15 0:00:00,17-006-15 0:00:00, ,0, ,CENTRAL UTILITY PLANT 2, ,CENTRAL UTILITY PLANT 2,0,0.000000000000000,, ,E0-00-PL03-AB,السليمانية,602,667,39.241451387532692,21.501196516126473
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,208,39F,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,307,669,39.256447386350622,21.487921027672190
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,23,8MMC,المركز الطبي,علوم الصحة الاساسية رقم 2,Essential health sciences number 2,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,1939,670,39.236869913098261,21.496630976939414
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,164,G1,بوابة رقم 1,بوابة رقم 1,Gate number 1,1,0.000000000000000,,شطر الطلاب,SecurityGates.dwg,السليمانية,30,671,39.231968837699803,21.494940759907642
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,165,G2,بوابة الملك فهد,بوابة الملك فهد,King Fahd gate,1,0.000000000000000,, ,SecurityGates.dwg,السليمانية,24,674,39.226845996751528,21.499682221565124
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,1,4M,معهد السياحة,معهد السياحة,Tourism institute,4,0.000000000000000,,شطر الطلاب,TourismInstitueGroundFloor.dwg,السليمانية,4850,675,39.231754361896648,21.498649021818537
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,25,122,كلية الاقتصاد والادارة,كلية الاقتصاد والادارة - مركز تطوير الاعم,Economice and administration college,4,0.000000000000000,,شطر الطلاب,EconomicAdministrationCollege122.dwg,السليمانية,2162,676,39.249597875875892,21.492098826850185
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,169,G7,بوابة رقم 7,بوابة رقم 7,Gate number 7,1,0.000000000000000,, ,SecurityGates.dwg,السليمانية,27,681,39.243016257017494,21.484866073824097
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,343,8,نادى منسوبي الجامعة,نادى منسوبي الجامعة,University members club,-1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,3706,682,39.243831824487948,21.492419953422129
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,78,3M,كلية العلوم الطبية التطبيقية,كلية العلوم الطبية التطبيقية,College of Applied Medical Sciences,4,0.000000000000000,,شطر الطلاب,MedicalScienceCollegeGroundFloor.dwg,السليمانية,4575,683,39.231893183287269,21.499597833903557
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,146,42B,كلية الهندسة - قسم الكهرباء و الميكانيك,كلية الهندسة - قسم الكهرباء و الميكانيك,Mechanical and electrical section - Engineering college,4,0.000000000000000,, ,EngineeringCollege42A.dwg,السليمانية,2817,684,39.247087695857516,21.485619071907941
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,167,G3,بوابة رقم 3,بوابة رقم 3,Gate number 3,1,0.000000000000000,,شطر الطلاب,SecurityGates.dwg,السليمانية,36,685,39.239424419587493,21.499198579261673
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,334,X2,UNI 2,محطة كهرباء رئيسية,MAIN ELECTRICAL SUBSTATION,-1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,646,686,39.235718078395244,21.498965116839372
 , ,,, ,0,12A,المربع الاكاديمي,فصول دراسية,Class Rooms,0,0.000000000000000,, , ,السليمانية,1175,687,39.248314298656297,21.493444850574132
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,97,31_GIT,كلية الحاسبات وتقنية المعلومات,كلية الحاسبات وتقنية المعلومات,Computer and IT college,3,0.000000000000000,,شطر الطلاب,ScienceCollege31.dwg,السليمانية,2995,689,39.246197925441301,21.489408780596222
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,14,4MMC,المركز الطبي,مبنى الادارة طالبات,Administration Female,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,1258,690,39.238741710654551,21.495998809305238
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,234,96,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,378,691,39.256614882663754,21.492142516741545
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,233,95,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,279,692,39.256408944295835,21.492066781206596
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,195,22,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,286,693,39.255508735377354,21.490208281077180
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,207,38,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,286,694,39.256473114700199,21.488106996575517
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,225,81,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,381,695,39.257777367004877,21.490363479640948
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,461,461,نادى الفروسية,اسطبل خيول,Horse Stable,1,0.000000000000000,, ,MasterPlanUpdated.dwg,السليمانية,442,699,39.255537854063057,21.495373069661071
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,211,59,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,286,700,39.258001852175660,21.489920941276907
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,335,X3E,مستشفى مولد بناء,مستشفى مولد بناء,Hospital Generator Building,1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,944,701,39.235654150019705,21.498011383119344
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,287,210,خزان مياه,خزان مياه,Water reservoir,1,0.000000000000000,, ,WaterSystemSurveyour.dwg,السليمانية,769,702,39.238992691054492,21.499081329738114
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,181,68,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,365,703,39.259894570141476,21.489431367626135
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,363,X10,غير معروف,غير معروف,Unknown,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,1167,704,39.255200256090987,21.487103557902504
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,461,461,نادى الفروسية,اسطبل خيول,Horse Stable,1,0.000000000000000,, ,MasterPlanUpdated.dwg,السليمانية,287,706,39.254680971717910,21.495098675211388
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,85,103_G,عمادة التعليم عن بعد,عمادة التعليم عن بعد,Remote Learning Building,4,0.000000000000000,,شطر الطلاب,DistanceLearning103.dwg,السليمانية,971,707,39.246263328361835,21.486748884062749
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,239,4,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,271,708,39.253397087149864,21.490390462883369
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,171,G5,بوابة رقم 5,بوابة رقم 5,Gate number 5,1,0.000000000000000,,شطر الطلاب,SecurityGates.dwg,السليمانية,32,709,39.260594159371152,21.501017563051231
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,459,F3,نادي الفروسية,نادي الفروسية,Horse Club,1,0.000000000000000,, ,HorseClub.dwg,السليمانية,23,711,39.255700021904737,21.494587389987100
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,49,X1,المركز الطبي,المستشفى الجامعي,Hospital of University,8,0.000000000000000,,شطر الطلاب,HospitalFloors.dwg,السليمانية,35499,712,39.234981878277068,21.496559853783047
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,315,204,محطة معالجة مياه الصرف الصحي,محطة معالجة مياه الصرف الصحي,Sewer treatment,1,0.000000000000000,, ,WasteWaterSystemSurveyour.dwg,السليمانية,1250,716,39.236186189482886,21.488556626317802
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,145,42A,كلية الهندسة - قسم الكهرباء,كلية الهندسة - قسم الكهرباء,Electricity section - Engineering college,4,0.000000000000000,, ,EngineeringCollege42A.dwg,السليمانية,4000,717,39.246472252879030,21.485512868085820
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,191,102,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,278,718,39.256961168316664,21.491314565060328
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,306,205,محطة معالجة مياه الصرف الصحي,محطة معالجة مياه الصرف الصحي,Sewer treatment,1,0.000000000000000,, ,WasteWaterSystemSurveyour.dwg,السليمانية,592,719,39.238049781198782,21.487956037699821
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,324,211,محطة كهرباء رئيسية,محطة كهرباء رئيسية,Main electriciy station,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,228,724,39.259211825732905,21.502274598263462
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,86,6A,عمادة القبول والتسجيل والمركزالشامل لخدمات الطلاب,عمادة القبول والتسجيل والمركزالشامل لخد,Student registration and affairs building,2,0.000000000000000,,شطر الطلاب,AdmissionRegistrationBuidling6.dwg,السليمانية,2344,725,39.244251420392700,21.493972326499446
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,93,104_GCL,المكتبة المركزية,المكتبة المركزية,Central Library Building,4,0.000000000000000,,شطر الطلاب,CenteralLibrary104.dwg,السليمانية,6413,726,39.247187553908240,21.486927602991344
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,253,26,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,355,729,39.256158145890879,21.490101985080923
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,261,51,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,381,730,39.256468101257994,21.489054010358540
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,172,G4,بوابة رقم 4,بوابة رقم 4,Gate number 4,1,0.000000000000000,,شطر الطلاب,SecurityGates.dwg,السليمانية,15,731,39.247329352779474,21.501396689187320
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,87,39,وحدة ابحاث اعادة اعمار عين زبيدة والمياة الجوفية,وحدة ابحاث اعادة اعمار عين زبيدة والمياة,Ain Zobaida and groundwater unit for reconstructing,2,0.000000000000000,,شطر الطلاب,AinZobaidaConstructionResearchCenter39GroundFloor.dwg,السليمانية,485,734,39.248702877357033,21.486040120924390
ملفات اوتوكاد - منفذة,ZFP,23-006-15 0:00:00,23-006-15 0:00:00,HBM,0, , , ,ELECTRICAL UTILITY BUILDING,0,0.000000000000000,, , ,السليمانية,216,737,39.239748123012681,21.495959120927814
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,275,28,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV2Type1.dwg,السليمانية,250,740,39.255332270761315,21.489688371786411
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,269,1,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV2Type1.dwg,السليمانية,250,742,39.254192523128332,21.490324191552467
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,273,15,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV2Type1.dwg,السليمانية,250,744,39.254324216199038,21.489736376272454
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,461,461,نادى الفروسية,اسطبل حشب,Wood Stable,1,0.000000000000000,, ,MasterPlanUpdated.dwg,السليمانية,647,745,39.255094568151975,21.495501593053838
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,258,48,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,381,748,39.256924883392969,21.488408364560133
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,284,116,خزان مياه,خزان مياه,Water reservoir,1,0.000000000000000,, ,WaterSystemAsBuilt.dwg,السليمانية,464,749,39.248555779561187,21.489227758542523
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,99,55_F,كلية علوم الارض,كلية علوم الارض,Geologia college,2,0.000000000000000,,شطر الطلاب,FacultyOfEarthScience55GroundFloor.dwg,السليمانية,5656,750,39.247895678319253,21.488671528629855
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,242,105,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,274,753,39.257547441122540,21.491827346935981
ملفات اوتوكاد - منفذة,ZFP,25-006-15 0:00:00,25-006-15 0:00:00,HBM,0, , , ,UTILITY BUILDING 3,0,0.000000000000000,, , ,السليمانية,189,754,39.236952231311456,21.489231534903322
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,176,53_T,مكتبة تهامة,مكتبة تهامة,Tehama library,1,0.000000000000000,,شطر الطلاب,TehamaLibraryAndJilnarCafeteria53.dwg,السليمانية,244,756,39.249987504950937,21.489141222828959
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,123,201A,مرصد الزلازل,مرصد الزلازل,Earthquake observatory,3,0.000000000000000,,شطر الطلاب,EarthequakeObservatoryBuilding201.dwg,السليمانية,389,759,39.249368820451991,21.500465421295701
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,-1,-1,غرفة كهرباء,غرفة كهرباء,Electricity room,1,0.000000000000000,,شطر الطلاب,MasterPlanUpdated.dwg,السليمانية,194,760,39.248156716445877,21.486833703721249
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,-1,-1,غرفة كهرباء,غرفة كهرباء,Electricity room,1,0.000000000000000,,شطر الطلاب,MasterPlanUpdated.dwg,السليمانية,98,761,39.239372794827638,21.486768548157460
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,366,208D,المستودعات المركزية,المستودعات المركزية,Central stores,-1,0.000000000000000,,شطر الطلاب,KAAUMasterPlan.dwg,السليمانية,1208,762,39.265559723633338,21.489672421328265
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,92,102_G,جراج سيارات.,جراج سيارات,Car Parking Building,5,0.000000000000000,,شطر الطلاب,Parking102.dwg,السليمانية,2011,763,39.244780766007146,21.486233204492418
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,217,12,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,376,764,39.254277187231324,21.489107394492674
ملفات اوتوكاد - مسح ميداني,OCC Weavers Ltd.,15-005-14 0:00:00,15-005-14 0:00:00,MOHAMMAD ANABTAWI,0,1,شركة وادي جدة,شركة وادي جدة,Wadi Jeddah Company,2,6.000000000000000,,Need Asbuilt, ,السليمانية,871,768,39.240215954640405,21.497443857709364
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,224,66,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,278,770,39.259229120541022,21.489401147139652
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,156,6,عمادة تقنية المعلومات,عمادة تقنية المعلومات,Deanship Of Information Technology,3,0.000000000000000,,شطر الطلاب,InformationTechnologyBuilding6.dwg,السليمانية,1809,771,39.245166437105617,21.494141969454770
ملفات اوتوكاد - منفذة,FAL,17-006-15 0:00:00,17-006-15 0:00:00, ,0, ,CENTRAL UTILITY PLANT 2, ,ELECTRICAL ROOM 4 COOLERS & STANDBY GEN.,0,0.000000000000000,, , ,السليمانية,238,772,39.240891152047645,21.500338127528110
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,149,126,وكالة الجامعة للمشاريع,وكالة الجامعة للمشاريع,Projects authority,2,0.000000000000000,,شطر الطلاب,ProjectsManagmentBuilding126.dwg,السليمانية,3223,773,39.237218955387185,21.499333418819571
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,187,78,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,361,774,39.258554315286027,21.490434753125069
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,286,116,خزان مياه,خزان مياه,Water reservoir,1,0.000000000000000,, ,WaterSystemAsBuilt.dwg,السليمانية,418,776,39.248454707373774,21.488723965573509
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,288,210,خزان مياه,خزان مياه,Water reservoir,1,0.000000000000000,, ,WaterSystemSurveyour.dwg,السليمانية,764,778,39.238944727467747,21.498739219072075
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,126,31,شركة سي بي ام سي,شركة سي بي ام سي,CPMC company,1,0.000000000000000,, ,CPMCCompany31.dwg,السليمانية,31,779,39.246848312974549,21.488713050083952
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,209,61,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,384,780,39.258338469531537,21.490066827095756
ملفات اوتوكاد - منفذة,ZFP,25-006-15 0:00:00,25-006-15 0:00:00,HBM,0, , , ,UTILITY BUILDING,0,0.000000000000000,, ,EX-MV-TP-0001,السليمانية,168,782,39.243375652425676,21.497698339519392
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,322,211,محطة كهرباء رئيسية,محطة كهرباء رئيسية,Main electriciy station,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,719,783,39.259273314333448,21.501643052706921
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,267,57,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,377,785,39.257684887165297,21.490146054498521
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,136,208A,النشر العلمي و المستودع العام,النشر العلمي و المستودع العام,Educational and general store,2,0.000000000000000,,شطر الطلاب,Warehouse208A.dwg,السليمانية,10855,788,39.264312058764894,21.490446992172405
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,194,23,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,388,790,39.255590177158936,21.490015136980297
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,88,43_GA,قسم هندسة الطيران - كلية الهندسة,قسم هندسة الطيران - كلية الهندسة,Airplane engineering section 43,1,0.000000000000000,, ,AirplaneEngineerBuilding43BesideBuidling106.dwg,السليمانية,1634,792,39.247591585952534,21.485735514649924
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,210,58,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,388,793,39.257924237023040,21.490115461174540
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,179,69,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,278,796,39.260098930508818,21.489385093770633
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,461,461,نادى الفروسية,مظلة,Umbrella,1,0.000000000000000,, ,MasterPlanUpdated.dwg,السليمانية,74,800,39.255095499237441,21.494599114553321
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,116,209,مستودعات,مستودعات,Store,2,0.000000000000000,,شطر الطلاب,Warehouse209.dwg,السليمانية,2333,801,39.236497684020236,21.499424174065911
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,401,-1,ورش خارجية,ورش خارجية,Outer Workshop,1,0.000000000000000,,شطر الطلاب,ExternalWorkshops.dwg,السليمانية,423,802,39.247948140015467,21.485648198846327
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,301,204,محطة معالجة مياه الصرف الصحي,محطة معالجة مياه الصرف الصحي,Sewer treatment,1,0.000000000000000,, ,WasteWaterSystemSurveyour.dwg,السليمانية,704,803,39.236924038491033,21.487555383468173
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,228,90,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,378,807,39.256449895070119,21.490914634904765
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,393,-1,الجوالة 4,الجوالة 4,Inspection 4,1,0.000000000000000,, ,AlKashafaBuilding.dwg,السليمانية,47,808,39.255988492602761,21.501755191584447
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,20,11MMC,المركز الطبي,مستشفى الاسنان الجامعي,dental university hospital,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,3607,809,39.235943055175895,21.495591509063914
ملفات اوتوكاد - مسح ميداني,شركة سعد,04-003-14 0:00:00,, ,0,CN2640, بالمربع الاكاديمي,مبنى الغاز بالمربع الاكاديمي,LPG PLANT IN ACADEMIC SQUARE,1,0.000000000000000,,شطر الطلاب, ,السليمانية,2036,810,39.249069639280563,21.497373867002434
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,219,10,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV4Type3.dwg,السليمانية,280,812,39.253940879107489,21.488964801364560
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,13,1MMC,المركز الطبي, ادارة كلية الطب طلاب,Medicine college mangement,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,1637,813,39.237723693294306,21.495683067050724
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,108,79_GC,فصول دراسية,فصول دراسية,Classroom_79,3,0.000000000000000,,شطر الطلاب,Classroom79.dwg,السليمانية,967,814,39.245187601573988,21.486334491184572
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,-1,-1,نادى الفروسية,نادى الفروسية,Horse Club,1,0.000000000000000,, ,KAAU_Updates.dwg,السليمانية,30,818,39.254569194655112,21.494442691078991
ملفات اوتوكاد - منفذة,FAL,17-006-15 0:00:00,17-006-15 0:00:00,HBM,331,4,غير معروف, ,UNDERGROUNS WATER TANK,0,0.000000000000000,, ,E-0-00-PL03,السليمانية,8915,819,39.241136241196664,21.499610255070451
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,110,207B,ورش التكيف,ورش التكيف,AC workshop,2,0.000000000000000,,شطر الطلاب,Workshop207B.dwg,السليمانية,884,821,39.265696746269569,21.492017475244278
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,17,2MMC,المركز الطبي,مركز المحاضرات رقم 1,Lectures center number 1,4,0.000000000000000,,شطر الطلاب,MenMedicalComplexFloors.dwg,السليمانية,1287,822,39.237827319030544,21.496126257337682
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,221,63,فيلات اعضاء هيئة التدريس,فيلات اعضاء هيئة التدريس,Faculty members villas,3,0.000000000000000,,شطر الطلاب,FacultyHousingBuildingV3Type2.dwg,السليمانية,274,823,39.258661765848906,21.489842600927133
