DATASOURCE,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,BUILDINGID,BUILDINGNO,COMPOUNDNA,ARABICNAME,ENGLISHNAM,NOOFFLOOR,HEIGHT,CONSTRUCTI,DESCRIPTIO,DRAWINGNO,BRANCHES,BuildingAr,ORIG_FID,Shape_X,Shape_Y
 , ,,, ,0,50, ,البوابة الشمالية 2,Northern gate 2,0,0.000000000000000,, , ,السليمانية,43,3875,39.241542387636947,21.489102487741935
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,3761,57_GA,المسبح,المسبح,Swimming Pool A,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,306,4482,39.243077230145197,21.488383750875265
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,376,57,المسبح,المسبح,Swimming pool,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,172,4483,39.243036921237838,21.488187761215464
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,376,57,المسبح,المسبح,Swimming pool,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,143,4484,39.242936885524749,21.488592164427942
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,, ,376,57,المسبح,المسبح,Swimming pool,-1,0.000000000000000,, ,KAAUMasterPlan.dwg,السليمانية,130,4485,39.243128389286817,21.488620064496320
 ,HANI TEAM,24-007-17 0:00:00,,HANNIF,0, ,CEREMONIAL HALL AND PARKING AREA, ,SECURITY ROOM,1,0.000000000000000,,SECURITY ROOM @ CEREMONIAL HALL AND PARKING AREA, ,السليمانية,553,4801,39.240820606556021,21.492741279411781
ملفات اوتوكاد - منفذة,ISAM KABBANI & PARTNERS FOR CONSTRUCTION MAINTENAN,17-001-17 0:00:00,,ISAM KABBANI & PARTNERS FOR CONSTRUCTION MAINTENAN,2830,CN 2830,ACADEMIC SQUARE,المكتبة المركزية,CENTRAL LIBRARY – ACADEMIC SQUARE,6,18.000000000000000,11-009-10 0:00:00,CENTRAL LIBRARY – ACADEMIC SQUARE,A0-2E-03-01 and A0-2E-04-04,السليمانية,4603,5775,39.248101924978236,21.494473633867358
ملفات اوتوكاد - منفذة,شركة مشاريع الوطن,01-007-17 0:00:00,,HANNIF,0, ,مركز الملك فهد للابحاث الطبية,قاعة المؤتمرات لكبار الشخصيات بمنى الملك,UPGRADING OF THE CONFERENCE ROOM AT THE KING FAHD CENTER,0,0.000000000000000,,UPGRADING OF THE CONFERENCE ROOM AT THE KING FAHD CENTER,CNCG-103X,السليمانية,1601,6081,39.230759727775073,21.499309260602200
ملفات اوتوكاد - منفذة,Modern Horizon,,, ,2,2,نادي الفروسية,العياده البيطريه,VETERINARY BUILDING,3,7.250000000000000,, , ,السليمانية,540,6417,39.247705105398140,21.501508936799713
ملغات أتوكاد منفذة,Modern Horizon,,, ,3,3,نادي الفروسية,سكن العاملين,WORKER'S HOUSING,1,4.400000000000000,, , ,السليمانية,528,6418,39.248932274280776,21.500343531836535
ملفات أتوكاد منفذة,Modern Horizon,,, ,4,4,نادي الفروسية,الاسطبل,STABLE,1,6.700000000000000,, , ,السليمانية,338,6419,39.248646241936534,21.501646533705912
ملفات أتوكاد منفذة,Modern Horizon,,, ,4,4,نادي الفروسية,الاسطبل,STABLE,1,6.700000000000000,, , ,السليمانية,339,6420,39.248429545265587,21.501669982244234
ملفات أتوكاد منفذة,Modern Horizon,,, ,4,4,نادي الفروسية,الاسطبل,STABLE,1,6.700000000000000,, , ,السليمانية,338,6421,39.248040183857995,21.501492382477629
ملفات أتوكاد منفذة,Modern Horizon,,, ,4,4,نادي الفروسية,الاسطبل,STABLE,1,6.700000000000000,, , ,السليمانية,338,6422,39.248217007394445,21.501615869267862
ملفات أتوكاد منفذة,Modern Horizon,,, ,5,5,نادي الفروسية,الورش,WORKSHOP STORAGE,1,4.400000000000000,, , ,السليمانية,109,6423,39.248804718309060,21.501925337976736
ملفات أتوكاد منفذة,Modern Horizon,,, ,6,6,نادي الفروسية,الورش,WORKSHOP STORAGE,1,4.400000000000000,, , ,السليمانية,109,6424,39.248641940384324,21.501914938880098
ملفات أتوكاد منفذة,Modern Horizon,,, ,7,7,نادي الفروسية,مخزن الروث,MANURE STORAGE,1,4.400000000000000,, , ,السليمانية,109,6425,39.248479158625329,21.501904543244336
ملفات أتوكاد منفذة,Modern Horizon,,, ,8,8,نادي الفروسية,غرفة الحارس,GUARD HOUSE,1,2.700000000000000,, , ,السليمانية,21,6426,39.247671181332557,21.500667218604541
ملفات أتوكاد منفذة,Modern Horizon,,, ,9,9,نادي الفروسية,منزل الفرسان,JOCKEY'S HOUSING,3,12.949999999999999,, , ,السليمانية,603,6427,39.248891530401579,21.501108382402485
ملفات اوتوكاد - منفذة,شركة عبدالله فيصل العمودي,02-007-17 0:00:00,, ,0,126B,ملحق وكالة الجامعة للمشاريع,ملحق وكالة الجامعة للمشاريع,Vice Presidency For Projects (The Extension Building),3,12.000000000000000,, , ,السليمانية,646,6428,39.236328795990474,21.498986718750970
ملفات اوتوكاد - منفذة,ALMARSHAD GROUP HOLDING CO.,08-010-17 0:00:00,08-010-17 0:00:00,Hannif,0,CN 105X,HSC-MMC,مواقف متعددة الادوار بالمركز الطبي,Medical Center Multi Storey Car Parking,2,10.150000000000000,16-010-16 0:00:00,MULTI STOREY PARKING,M2-KAU-P(2)-AB-AR-00,السليمانية,12567,6727,39.238358439221734,21.497732226672241
ملفات اوتوكاد - منفذة,شركة السعد للمقاولات,01-006-17 0:00:00,, ,2300,2300,الميدان الاكاديمي,مبنى العمادات,COMPLETION OF SUPPORT DEAN,6,18.000000000000000,, , ,السليمانية,9554,7041,39.247975089139324,21.492956456490504
ملفات اوتوكاد - منفذة,GENERAL CONT. RAFIC A. KREIDIE ENGINEERS & CONTRAC,19-010-17 0:00:00,,SS,0,CN502X,GENERAL MATERIAL LABS,بناء المختبرات العامة للمواد,GENERAL MATERIAL LABS,4,0.000000000000000,06-001-16 0:00:00, ,AB - A - 102,السليمانية,3470,7042,39.240069271528057,21.497023611296633
ملفات اوتوكاد - منفذة,ABV,09-011-17 0:00:00,, ,0,5100,الميدان الاكاديمي,كلية علوم الحاسوب,Faculty Of Computer Science,5,15.000000000000000,, , ,السليمانية,5730,7043,39.247323366129109,21.495608302859463
ملفات اوتوكاد - منفذة,ABV,30-012-99 0:00:00,, ,0, , ,جسر المشاة,Steel Bridge,1,0.000000000000000,,STEEL Briidge, ,السليمانية,573,7716,39.245447357704137,21.496996644068819
ملفات اوتوكاد - منفذة,شركة عبد الرحمن الشريف,01-010-16 0:00:00,, ,0, ,الاستاد الرياضي,الاستاد الرياضي,Stadium,3,12.000000000000000,, , ,السليمانية,9414,8642,39.245904073228864,21.499740830825225
ملفات اوتوكاد - منفذة,MAKAN,14-010-18 0:00:00,, ,0,J13-087, ,I-One مركز التصوير الجزيئي, I-One Molecular Imaging Center,1,0.000000000000000,, , ,السليمانية,2211,9282,39.232857736193658,21.499427225753898
ملفات اوتوكاد - منفذة,MAKAN,14-010-18 0:00:00,, ,0,J13-087,I-One Molecular Imaging Center, , I-One Molecular Imaging Center SECURITY BUILDING,0,0.000000000000000,, , ,السليمانية,18,9283,39.232503158746837,21.499786512665743
ملفات اوتوكاد - منفذة,FAL,17-006-15 0:00:00,17-006-15 0:00:00, ,0, ,CENTRAL UTILITY PLANT 2, , ,0,0.000000000000000,, , ,السليمانية,2705,10561,39.242224423522806,21.500741586113918
 , ,,, ,0,40A, ,كلية الهندسة, ,0,0.000000000000000,,شطر الطلاب, ,السليمانية,23716,10881,39.245077131721295,21.495387286875232
 , ,,, ,0, , , , ,0,0.000000000000000,, , ,السليمانية,639,10883,39.258627862493462,21.501788021322650
 , ,,, ,0, , , , ,0,0.000000000000000,, , ,السليمانية,483,10884,39.258783863829301,21.501538873290926
 , ,,, ,0, , , , ,0,0.000000000000000,, , ,السليمانية,845,10885,39.260209494948313,21.501275440990721
ملفات اوتوكاد - منفذة, ,,, ,0,54, ,مبنى خدمات, ,0,0.000000000000000,, , ,السليمانية,90,11201,39.239431062895491,21.485311236159472
ملفات اوتوكاد - منفذة,شركة المباني,01-003-18 0:00:00,, ,0, ,الانشطة الرياضية,الانشطة الرياضية,Sport Activities,4,9.000000000000000,, , ,السليمانية,22537,11521,39.245766314006360,21.498235862365181
ملفات اوتوكاد - منفذة,ABV,01-006-19 0:00:00,, ,0,2850,الميدان الاكاديمي,الابحاث و المراكز المساندة,RESEARCH & SUPPORT CENTERS,6,18.000000000000000,02-001-19 0:00:00, ,AB_A4-2850RSC-01-01-First Level Floor Pattern Layout,السليمانية,3578,11522,39.249108766020328,21.494640424529827
ملفات اوتوكاد - منفذة,SAUDI ABV,30-012-99 0:00:00,, ,5300,5300, ,فصول الكليات العلمية, ,0,0.000000000000000,,PART A,AB-A-5J-02-01 FIRST FLOOR.PART-A.dwg,السليمانية,3554,11523,39.246254116771645,21.495237674063755
ملفات اوتوكاد - منفذة,SAUDI ABV,30-012-99 0:00:00,, ,5300,5300, ,فصول الكليات العلمية, ,0,0.000000000000000,,PART C2, ,السليمانية,10964,11526,39.245922684175916,21.496031993155583
ملفات اوتوكاد - مسح ميداني,خطيب وعلمي,,17-006-15 0:00:00,HBM,293,ZFP&SC,بيت جاهز متنقل,مكاتب الاستشارات الهندسية,Extension Of Projects Authority,1,0.000000000000000,,FAL & ZFP OFFICE,Portocabin.dwg,السليمانية,976,11841,39.236807932425663,21.499342299776291
ملفات اوتوكاد - منفذة,شركة المدن الحديثة للاستشا,27-011-19 0:00:00,, ,0, ,مدرسة تعليم القيادة,مدرسة تعليم القيادة,Driving Building,2,0.000000000000000,, , ,السليمانية,2721,12161,39.236483914556658,21.484762872284279
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,82,E-082,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,348,12801,39.255514903692024,21.490675882850102
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,81,E-081,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,348,12802,39.255369525461489,21.490693774037080
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,80,E-080,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAIII-A200,السليمانية,348,12803,39.255227874689794,21.490711204037858
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,79,E-079,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAIII-A200,السليمانية,348,12804,39.255082490597196,21.490729096791590
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,78,E-078,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,348,12805,39.254940839757580,21.490746528356681
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,77,E-077,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,348,12806,39.254795455588891,21.490764419054287
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,76,E-076,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,348,12807,39.254653806608964,21.490781850373722
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,75,E-075,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,349,12808,39.254508395339876,21.490799742670404
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,84,F-084,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,349,12809,39.258214732984030,21.491325223938077
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,83,F-083,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,348,12810,39.258233863719234,21.491461307478524
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,118,D-118,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12811,39.258955697837145,21.492517698304699
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,119,D-119,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12812,39.259076846621099,21.492595015003520
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,90,D-090,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12813,39.260208993820349,21.492617955813746
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,89,D-089,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12814,39.260330133679190,21.492695267996464
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,88,D-088,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12815,39.260448186691292,21.492770609838615
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,87,D-087,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12816,39.260569326801772,21.492847921843961
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,48,D-048,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12817,39.261157135408261,21.493222992415159
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,95,D-095,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12818,39.258385441985830,21.493300425811960
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,49,D-049,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12819,39.261278253114412,21.493300314773009
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,50,D-050,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAIII-A200,السليمانية,351,12820,39.261396307098515,21.493375655929949
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,96,D-096,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12821,39.258506585339937,21.493377746536495
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,97,D-097,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12822,39.258624639916626,21.493453091468833
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,51,D-051,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAIII-A200,السليمانية,351,12823,39.261517448206412,21.493452967232162
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,52,D-052,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12824,39.261635504366545,21.493528308213222
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,98,D-098,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12825,39.258745773846101,21.493530399381932
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,53,D-053,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12826,39.261756645726088,21.493605619338034
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,140,C-140,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12827,39.257652388180439,21.493704851839620
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,139,C-139,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12828,39.257507026516720,21.493722734035401
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,138,C-138,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAIII-A200,السليمانية,351,12829,39.257365357640005,21.493740162278343
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,137,C-137,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAIII-A200,السليمانية,351,12830,39.257219988183344,21.493758046043915
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,136,C-136,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12831,39.257078319232349,21.493775472237090
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,135,C-135,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12832,39.256932941979557,21.493793355765440
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,144,C-144,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12833,39.258283040183791,21.493859387681436
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,145,C-145,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12834,39.258404180076369,21.493936701248920
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,59,D-059,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,352,12835,39.259529905095093,21.494030939443817
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,58,D-058,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12836,39.259651034155780,21.494108230431596
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,125,C-125,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12837,39.257129742688036,21.494141656079691
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,124,C-124,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12838,39.256984368940387,21.494159539649633
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,195,B-195,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12839,39.259227490134620,21.494462145946308
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,194,B-194,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,352,12840,39.259348727666875,21.494539518294758
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,193,B-193,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12841,39.259466779755954,21.494614864420821
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,192,B-192,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12842,39.259587824247845,21.494692117629317
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,3,D-003,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12843,39.260597692812368,21.494712298363346
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,4,D-004,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAI-A200,السليمانية,351,12844,39.260718830754868,21.494789608424327
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,5,D-005,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12845,39.260836887590180,21.494864946336854
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,6,D-006,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12846,39.260958025793997,21.494942261641459
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,100,B-100,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAIII-A200,السليمانية,351,12847,39.260287083841568,21.495138378570783
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,101,B-101,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAIII-A200,السليمانية,351,12848,39.260408181385749,21.495215663616239
ملفات اوتوكاد - منفذة,AL ARRAB CONTRACTING CO. LTD.,01-001-17 0:00:00,01-001-17 0:00:00,AL ARRAB CONTRACTING CO. LTD.,102,B-102,اسكان اعضاء هيئة التدريس,فيلا سكنية,VILLA,3,10.449999999999999,01-001-17 0:00:00, ,AB-2HAII-A200,السليمانية,351,12849,39.260526238413135,21.495291003549600
